code,name,category,Annual,nYear,Price,52w low,52w high,NTA,P/E,EPS,EY,DPS,DY,ROE,ROE2,D/E,D/E2,NPM avg,P/E min,P/E max,P/E mid,P/E avg,EPS GR min,EPS GR 3Y avg,EPS GR 5Y avg,EPS GR 10Y avg,EY avg,EY 3Y avg,EY 5Y avg,EY 10Y avg,DY avg,DY 3Y avg,DY 5Y avg,DY 10Y avg,DPayout avg,check NP,check EPS GR,check OCF,neg Revenue,neg NP,neg EPS GR,neg OCF,Revenue start,Revenue end,EPS start,EPS end,OCF start,OCF end
5000,HUME INDUSTRIES BERHAD,Industrial Products & Services,2019-06-01,6,1.19,0.655,1.86,0.83,-7.0,-16.77,-14.09,0.0,0.0,-20.2,-23.75,0.25,0.52,-2.19,-13.39,57.0,21.8,14.13,0.0,0.0,0.0,0.0,-4.6,-9.1,-4.02,0.0,0.44,0.29,0.53,0.0,13.22,0,0,0,1+2+6,1+2+6,1+2+3+4+5+6,1+6,41,637,-0.18,-0.2,-3,-46
4995,VERSATILE CREATIVE BERHAD,Industrial Products & Services,2019-03-01,8,0.235,0.18,0.4,0.3,-6.0,-4.16,-17.7,0.0,0.0,-13.87,-35.47,0.01,0.01,-8.6,-34.5,12.5,-11.0,-9.73,0.0,0.0,0.0,0.0,-9.8,-15.38,-13.54,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4+5+8,1+2+3+4+5+7,1+2+3+4+5+6+7+8,1+2+4,55,56,-0.06,-0.13,5,0
4944,NYLEX (MALAYSIA) BERHAD,Industrial Products & Services,2019-05-01,10,0.77,0.33,0.91,1.84,-34.0,-2.26,-2.94,2.0,2.6,-1.23,-0.99,0.14,0.12,1.0,-64.0,18.5,-22.75,2.93,0.0,0.0,0.0,0.0,10.5,8.26,8.26,10.5,3.14,3.32,3.81,3.14,51.16,0,0,0,4+5+6+10,1,1+2+5+7+9,1+3+7+9+10,1222,1560,0.18,-0.01,-15,-2
4758,ANCOM BERHAD,Industrial Products & Services,2019-05-01,10,0.745,0.38,0.805,1.38,14.0,5.16,6.93,0.0,0.0,3.74,4.78,0.21,0.16,0.06,-11.67,55.0,21.66,10.34,12.01,0.0,12.01,0.0,-0.35,12.68,6.36,-0.35,0.42,0.0,0.47,0.42,22.06,0,0,0,4+5+6+9+10,4+7+8+9,1+3+4+5+6+7+8+9+10,3+7+10,1513,1986,0.01,0.07,0,34
4731,SCIENTEX BERHAD,Industrial Products & Services,2019-07-01,10,8.35,5.96,9.87,4.57,11.0,74.58,8.93,20.0,2.4,16.32,16.73,0.16,0.12,9.78,11.07,23.96,17.52,16.07,7.94,7.94,14.75,22.59,6.6,7.22,6.15,6.6,2.01,2.25,1.87,2.01,29.1,1,1,1,+,+,+,+,695,3246,0.14,0.67,78,557
4448,TASEK CORPORATION BERHAD,Industrial Products & Services,2019-12-01,10,5.78,4.1,6.0,4.2217,-67.0,-8.67,-1.5,0.0,0.0,-2.05,-4.85,0.0,0.0,10.69,-26.0,1208.0,591.0,128.06,0.0,0.0,0.0,0.0,4.08,-2.69,0.06,4.08,4.39,3.24,4.44,4.39,135.06,0,0,0,3+4+8,1+2,1+2+3+4+5+8+9,2,547,602,0.95,-0.21,165,43
4243,WTK HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,9,0.345,0.2,0.64,2.06,-1.0,-23.07,-66.87,1.5,4.35,-11.2,7.14,0.11,0.11,3.06,-1.05,17.71,8.33,9.02,4.35,10.88,7.25,4.35,-0.86,-22.1,-9.48,0.0,2.75,3.06,2.69,0.0,25.89,0,0,1,3+5+6+8,2+9,1+2+3+5+7+9,,734,814,0.07,0.17,148,2
4235,LION INDUSTRIES CORPORATION BERHAD,Industrial Products & Services,2019-06-01,10,0.235,0.12,0.6,2.12,0.0,-48.67,-207.11,0.0,0.0,-22.96,-8.93,0.03,0.02,-3.75,-24.4,8.0,-8.2,-2.84,0.0,0.0,0.0,0.0,-52.79,-0.61,-92.19,-52.79,0.71,0.0,0.0,0.71,1.36,0,0,0,1+4+5+6+7+9,1+4+5+6+7+8,1+3+4+5+6+7+8+9+10,1+8+9,5058,3164,0.51,-0.23,337,-4
3883,MUDA HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,1.27,0.835,1.82,3.47,10.0,12.9,10.16,4.5,3.54,3.72,7.8,0.13,0.13,3.44,4.35,30.71,17.53,13.04,4.74,43.46,12.35,4.74,10.93,10.95,8.46,10.93,2.68,2.26,2.05,2.68,30.92,1,0,1,6+7+10,+,3+5+7+9+10,+,703,1544,0.12,0.25,65,99
3794,MALAYAN CEMENT BERHAD,Industrial Products & Services,2018-12-01,10,2.57,1.3,4.57,2.8,-13.0,-19.79,-7.7,0.0,0.0,-7.07,-11.84,0.11,0.11,6.42,-24.8,79.89,27.54,21.05,0.0,0.0,0.0,0.0,0.95,-7.92,-3.49,0.95,3.33,0.56,1.94,3.33,85.82,0,0,0,1+2+3+5+9+10,1+2,1+2+3+4+5+9+10,1+2,2483,2122,0.49,-0.38,693,-185
3778,MELEWAR INDUSTRIAL GROUP BERHAD,Industrial Products & Services,2019-06-01,10,0.205,0.09,0.385,0.9,2.0,9.46,46.15,0.0,0.0,10.51,10.73,0.07,0.07,-2.39,-1.81,25.67,11.93,3.86,35.2,35.2,-22.88,0.0,-44.57,-12.04,-15.9,-44.57,0.26,0.0,0.0,0.26,15.2,0,0,0,1+4+6,2+3+5+7+8,1+2+3+4+5+6+7+8+9+10,1+2+3+6+8+10,707,693,0.3,0.09,-65,-7
3611,PARAGON GLOBE BERHAD,Industrial Products & Services,2019-03-01,9,0.75,0.68,1.08,1.3,66.0,1.14,1.52,0.0,0.0,0.88,-1.25,0.11,0.2,-14.35,-140.0,139.0,-0.5,-6.54,0.0,0.0,0.0,0.0,-4.65,-0.43,0.14,0.0,1.19,0.0,2.14,0.0,0.0,0,0,0,2+3+9,1+2+5+7+8+9,1+2+4+5+6+7+8+9,1+2+8+9,34,53,-0.41,-0.02,-7,-92
3476,KECK SENG (MALAYSIA) BERHAD,Industrial Products & Services,2018-12-01,10,3.6,3.3,4.9,6.25,15.0,24.47,6.8,10.0,2.78,3.92,1.58,0.09,0.09,11.6,6.48,68.0,37.24,24.24,0.0,-35.33,-24.48,-5.14,6.34,3.74,5.2,6.34,1.98,2.25,2.15,1.98,34.37,1,0,1,1+4+6+7+10,+,2+3+5+8+10,+,913,939,0.28,0.1,59,95
3395,BERJAYA CORPORATION BERHAD,Industrial Products & Services,2018-04-01,10,0.195,0.17,0.275,1.2031,-5.0,-3.87,-19.85,0.0,0.0,-3.22,-5.16,0.62,0.55,1.45,-114.0,40.0,-37.0,-5.34,0.0,0.0,0.0,0.0,5.3,-7.81,3.47,5.3,2.01,1.15,1.78,2.01,0.0,0,0,0,1+3+8+9+10,1+3+5,1+2+3+4+5+6+7+9+10,1+2+3+4+5+6+7+8+9+10,6339,8665,-0.01,-0.06,0,0
3298,HEXZA CORPORATION BERHAD,Industrial Products & Services,2019-06-01,10,1.29,0.59,1.49,1.08,32.0,4.06,3.15,5.0,3.88,3.76,3.62,0.0,0.0,6.25,-6.6,23.17,8.28,11.75,1.09,-21.3,-0.51,1.09,5.98,0.13,3.69,5.98,6.6,6.28,5.7,6.6,69.36,0,0,1,2+3+4+7+9+10,2,1+2+6+8+9,,160,107,0.08,0.03,17,1
3247,GUH HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.335,0.16,0.52,1.83,19.0,1.81,5.4,0.0,0.0,0.99,-0.52,0.09,0.09,8.26,-47.5,21.12,-13.19,2.58,0.0,0.0,0.0,0.0,7.2,0.41,2.56,7.2,2.88,1.43,3.02,2.88,34.16,0,0,0,1+4+7+10,1+2,1+2+4+5+6+8+9+10,2+3,273,349,0.15,-0.01,47,25
3107,FIMA CORPORATION BERHAD,Industrial Products & Services,2019-03-01,10,1.4,1.01,1.96,2.32,17.0,8.44,6.03,12.5,8.93,3.64,10.25,0.03,0.03,18.55,7.03,28.1,17.57,16.32,0.14,4.01,-3.15,0.14,7.31,8.71,9.87,7.31,3.58,6.37,5.72,3.58,45.51,1,0,0,1+2+3+4+10,+,2+3+4+7+8+10,+,280,245,0.25,0.23,84,35
3034,HAP SENG CONSOLIDATED BERHAD,Industrial Products & Services,2018-12-01,10,7.0,6.7,10.26,2.95,15.0,46.71,6.67,35.0,5.0,15.83,17.91,0.48,0.4,15.45,9.16,47.2,28.18,20.61,5.41,5.41,10.57,11.08,5.95,4.49,4.63,5.95,3.42,3.57,3.61,3.42,49.79,1,0,0,6+10,+,10,+,2464,6247,0.05,0.46,1161,-448
2984,FACB INDUSTRIES INCORPORATED BERHAD,Industrial Products & Services,2019-06-01,10,1.18,1.0,1.44,2.69,116.0,1.02,0.86,1.0,0.85,0.38,0.55,0.01,0.0,11.55,-44.33,119.0,37.34,10.77,0.0,0.0,0.0,0.0,3.53,2.13,3.6,3.53,2.14,1.78,2.23,2.14,22.12,0,0,0,2+4+5+7+8+10,2+7+8+9,1+2+4+5+6+7+8+9+10,1+5+6+9+10,218,39,0.13,0.01,-10,0
2879,CHEMICAL COMPANY OF MALAYSIA BERHAD,Industrial Products & Services,2019-12-01,10,1.43,0.59,2.14,1.93,16.0,9.0,6.29,7.0,4.9,4.66,4.81,0.48,0.48,-0.19,-3.21,30.83,13.81,8.91,0.0,0.0,0.0,0.0,-5.37,6.31,-13.72,-5.37,8.49,3.92,7.12,8.49,97.05,0,0,1,1+3+4+5+6+7+8+9,4+5+6,1+2+3+4+5+6+7+10,,1639,385,0.1,0.09,137,76
2852,CAHYA MATA SARAWAK BERHAD,Industrial Products & Services,2019-12-01,10,1.35,0.83,3.25,2.46,9.0,14.92,11.05,7.4,5.48,6.07,6.15,0.28,0.28,11.82,11.21,40.41,25.81,23.26,13.62,-1.9,-6.94,13.62,4.92,6.8,5.78,4.92,1.63,2.53,2.02,1.63,32.16,1,0,0,4,+,1+4,+,943,1741,0.07,0.15,92,246
2771,BOUSTEAD HOLDINGS BERHAD,Industrial Products & Services,2018-12-01,10,0.455,0.345,1.26,1.85,-1.0,-63.09,-138.66,0.0,0.0,-34.1,-6.85,0.59,0.41,3.89,-4.13,267.0,131.44,38.21,0.0,0.0,0.0,0.0,3.6,-0.56,0.95,3.6,5.04,7.02,6.15,5.04,67.91,0,0,0,3+4+5+10,1,1+3+4+5+7+10,1+2+3+4+5+6+7+8+9+10,5392,10186,0.28,-0.23,0,0
2682,AMALGAMATED INDUSTRIAL STEEL BERHAD,Industrial Products & Services,2018-12-01,8,0.19,0.16,0.33,0.9812,-10.0,-1.9,-10.0,0.0,0.0,-1.94,-2.98,0.01,0.0,-9.06,-8.7,9.75,0.53,-1.99,0.0,0.0,0.0,0.0,-4.48,7.51,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1+2+3+4+5+6,1+4+5+6+7+8,1+3+4+5+6+7+8,1+2,145,4,-0.08,-0.03,5,-6
2674,ALCOM GROUP BERHAD,Industrial Products & Services,2018-12-01,10,0.44,0.18,0.6,0.91,-336.0,-0.13,-0.3,0.0,0.0,-0.14,2.86,1.07,1.14,0.77,-109.0,86.0,-11.5,-11.44,0.0,0.0,0.0,-11.09,3.77,9.48,5.28,3.77,6.69,1.94,2.08,6.69,0.0,0,0,0,5+7+9+10,4+5+6+10,1+3+4+5+6+7+9+10,1+9,303,386,-0.01,0.03,32,-66
2127,COMFORT GLOVES BERHAD,Industrial Products & Services,2019-01-01,10,2.31,0.605,2.75,0.53,41.0,5.69,2.46,1.5,0.65,10.74,10.66,0.09,0.09,-4.97,-9.93,78.0,34.03,14.03,0.0,-2.26,0.0,0.0,-21.75,5.7,5.1,-21.75,0.11,0.37,0.22,0.11,2.46,0,0,0,8+9+10,6+7+8+9,1+3+5+6+7+8+9+10,5+6+8+9+10,147,474,0.03,0.05,0,11
1368,UEM EDGENTA BERHAD,Industrial Products & Services,2019-12-01,10,2.55,1.88,3.52,1.89,12.0,21.86,8.57,14.0,5.49,11.57,11.83,0.24,0.24,8.66,5.0,34.5,19.75,13.31,31.19,31.19,-2.46,-0.39,9.94,11.19,8.68,9.94,4.05,4.9,4.11,4.05,69.36,1,0,0,3+4+7+9,+,2+4+5+7+9+10,+,889,2411,0.22,0.22,0,0
0185,HSS ENGINEERS BERHAD,Industrial Products & Services,2019-12-01,5,0.52,0.25,1.19,0.43,236.0,0.22,0.42,0.0,0.0,0.51,0.55,0.25,0.25,-4.93,-3.91,37.0,16.55,10.25,0.0,-63.21,0.0,0.0,-2.55,-7.63,0.0,0.0,0.46,0.61,0.0,0.0,5.06,0,0,1,1+5,2,1+2+3+5,,122,148,0.04,0.0,5,12
0168,BOILERMECH HOLDINGS BERHAD,Industrial Products & Services,2019-03-01,9,0.535,0.3,0.79,0.41,10.0,5.33,9.96,2.0,3.74,13.0,13.47,0.02,0.02,11.76,0.0,49.17,24.58,20.45,0.0,-4.75,-3.04,0.0,5.12,6.57,6.2,0.0,1.28,2.09,1.78,0.0,18.76,1,0,0,2+3+4+9,+,2+3+4+9,+,99,235,0.03,0.05,10,16
0151,KELINGTON GROUP BERHAD,Industrial Products & Services,2018-12-01,10,1.13,0.59,1.43,0.4988,15.0,7.7,6.81,1.8,1.59,15.44,19.19,0.13,0.01,4.88,-28.5,34.0,2.75,12.66,54.95,0.0,54.95,-15.99,5.97,4.95,3.65,5.97,1.99,1.19,2.11,1.99,62.03,0,0,0,2+7+10,4,3+4+6+7+9+10,5+7+9,64,350,0.05,0.07,4,8
0149,FIBON BERHAD,Industrial Products & Services,2019-05-01,10,0.3,0.2,0.44,0.5,10.0,2.97,9.9,0.72,2.4,5.94,5.87,0.0,0.0,26.18,6.5,20.0,13.25,12.82,0.0,-17.44,-6.79,-16.33,8.66,6.53,7.78,8.66,1.97,2.0,2.06,1.97,29.67,1,0,1,2+5+6+7+10,+,1+2+3+5+6+8+10,+,13,15,0.04,0.03,6,1
0099,SCICOM (MSC) BERHAD,Industrial Products & Services,2019-06-01,10,0.945,0.48,1.3,0.29,16.0,6.04,6.39,5.5,5.82,20.83,19.72,0.01,0.0,14.81,9.0,24.5,16.75,16.52,8.65,-21.58,-2.7,8.65,6.75,5.83,5.45,6.75,5.33,5.66,4.78,5.33,78.28,1,0,1,1+2+8+10,+,1+2+10,+,123,161,0.02,0.06,11,22
0064,EFFICIENT E-SOLUTIONS BERHAD,Industrial Products & Services,2018-12-01,10,0.135,0.05,0.205,0.17,-12.0,-1.15,-8.52,0.0,0.0,-6.76,-5.37,0.0,0.0,-62.05,-32.5,35.5,1.5,6.79,0.0,0.0,0.0,0.0,6.38,-2.88,3.73,6.38,0.0,0.0,0.0,0.0,8.25,0,0,0,4+7+8+9+10,1+2+3,1+2+3+7+8+9+10,1+2+3+9,65,4,0.03,-0.01,36,-5
0058,JCBNEXT BERHAD,Industrial Products & Services,2018-12-01,10,1.19,1.15,1.56,2.4,17.0,7.17,6.03,4.0,3.36,2.99,2.98,0.0,0.0,153.46,0.14,29.6,14.87,11.54,0.0,-26.92,-31.64,-12.08,91.17,4.26,150.94,91.17,12.11,1.75,6.54,12.11,133.41,1,0,0,1+2+4+6+10,+,2+3+4+5+10,+,92,18,0.22,0.07,30,-4
0054,KARYON INDUSTRIES BERHAD,Industrial Products & Services,2019-03-01,10,0.165,0.085,0.2,0.22,11.0,1.47,8.91,0.45,2.73,6.68,4.47,0.07,0.08,5.37,8.5,18.0,13.25,12.05,0.25,0.25,-10.16,-3.02,8.89,8.75,8.1,8.89,1.28,0.0,1.98,1.28,10.33,1,0,0,1+9+10,+,1+4+6+9+10,+,76,152,0.01,0.01,0,9
0043,METRONIC GLOBAL BERHAD,Industrial Products & Services,2019-06-01,10,0.035,0.015,0.085,0.09,-3.0,-1.07,-30.57,0.0,0.0,-11.89,-17.9,0.0,0.0,-13.6,-8.5,5.5,-1.5,-2.4,0.0,0.0,0.0,0.0,-25.95,-19.5,-4.43,-25.95,0.0,0.0,0.0,0.0,0.0,0,0,0,1+5+6+7+9+10,1+2+6+7+8+9+10,1+2+4+5+6+7+8+9+10,2+3+4+5+8+10,52,27,-0.03,-0.02,0,2
7191,ADVENTA BERHAD,Health Care,2017-10-01,9,1.06,0.28,1.43,0.23,7.0,14.49,13.67,7.0,6.6,63.0,0.17,0.05,0.28,52.77,1.44,32.0,16.72,15.85,0.0,-68.65,-64.83,-38.81,14.23,1.11,15.43,0.0,1.43,0.0,0.0,0.0,0.0,1,0,0,2+6+9,+,1+2+3+4+7+9,+,283,44,0.12,0.0,28,-1
7178,Y.S.P.SOUTHEAST ASIA HOLDING BERHAD,Health Care,2018-12-01,10,2.07,1.45,2.595,2.35,13.0,16.47,7.96,8.5,4.11,7.01,10.04,0.11,0.1,9.49,7.43,20.67,14.05,11.95,0.37,0.37,12.43,1.99,9.37,7.44,7.74,9.37,4.18,2.72,2.93,4.18,40.96,1,0,1,10,+,2+3+7+9+10,+,131,289,0.14,0.22,22,20
7153,KOSSAN RUBBER INDUSTRIES BERHAD,Health Care,2018-12-01,10,7.68,3.71,8.0,1.11,44.0,17.58,2.29,6.0,0.78,15.84,16.18,0.14,0.17,9.79,26.0,84.55,55.28,48.71,7.93,-0.45,7.93,13.04,2.3,2.89,2.46,2.3,0.69,0.95,0.81,0.69,26.18,1,0,1,5+10,+,3+8+10,+,842,2141,0.05,0.16,73,193
7148,DUOPHARMA BIOTECH BERHAD,Health Care,2019-12-01,10,1.68,1.05,1.82,0.77,21.0,8.08,4.81,5.5,3.27,10.49,10.94,0.27,0.27,15.04,13.57,49.5,31.54,32.11,0.44,26.1,0.44,1.78,3.55,5.26,4.17,3.55,2.45,2.97,2.55,2.45,73.78,1,0,0,8,+,4+5+8+9+10,+,131,576,0.07,0.08,40,67
7113,TOP GLOVE CORPORATION BHD,Health Care,2019-08-01,10,10.38,4.21,10.7,1.55,70.0,14.89,1.43,7.5,0.72,9.61,14.84,0.34,0.54,9.36,30.36,97.2,63.78,61.24,7.1,-0.42,14.37,7.1,1.85,2.27,2.3,1.85,0.92,1.29,1.16,0.92,42.88,1,0,1,6+7+9,+,1+3+6+7+9,+,2079,4801,0.1,0.14,213,526
7106,SUPERMAX CORPORATION BERHAD,Health Care,2019-06-01,10,3.97,1.29,4.03,0.86,52.0,7.69,1.94,0.0,0.0,8.94,11.53,0.06,0.05,10.96,16.58,52.12,34.35,27.07,0.17,0.17,1.16,7.36,4.14,3.27,3.64,4.14,0.95,1.06,1.06,0.95,12.58,1,0,1,5+7+10,+,3+5+6+8+9+10,+,804,1538,0.12,0.09,226,235
7090,APEX HEALTHCARE BERHAD,Health Care,2018-12-01,10,2.61,1.77,2.65,0.9,23.0,11.15,4.27,1.7,0.65,12.39,16.07,0.05,0.06,7.59,0.18,86.67,43.42,55.8,77.77,454.0,186.78,77.77,57.04,185.77,112.18,57.04,0.63,0.75,0.7,0.63,28.32,1,0,1,10,+,1+8+10,+,283,653,0.06,12.43,33,40
7081,PHARMANIAGA BERHAD,Health Care,2018-12-01,10,1.9,0.91,2.88,1.29,-3.0,-57.12,-30.06,16.0,8.42,-44.28,8.19,0.01,0.0,3.1,12.88,44.67,28.78,23.45,0.0,-20.53,-5.24,-3.47,4.99,6.41,6.19,4.99,4.3,6.61,5.98,4.3,87.9,1,0,0,3+10,+,1+3+4+6+9+10,+,1296,2385,0.23,0.16,0,0
5878,KPJ HEALTHCARE BERHAD,Health Care,2019-12-01,10,0.88,0.72,1.04,0.43,18.0,4.76,5.41,2.0,2.27,11.07,10.9,1.4,1.4,5.73,18.9,191.33,105.12,101.19,3.27,16.7,6.19,3.27,1.77,4.08,2.73,1.77,0.82,1.71,1.22,0.82,52.77,1,0,1,+,+,4+5+7+8+10,+,1655,3604,0.03,0.05,188,590
5225,IHH HEALTHCARE BERHAD,Health Care,2018-12-01,10,5.49,4.55,5.95,2.55,87.0,6.28,1.14,4.0,0.73,2.46,2.6,0.39,0.39,8.07,0.0,83.71,41.86,47.92,0.0,-16.85,-3.34,0.0,1.81,1.5,1.52,0.0,0.3,0.54,0.48,0.0,29.3,1,0,1,6+10,+,1+3+6+9+10,+,3946,11517,0.06,0.07,35,1864
5168,HARTALEGA HOLDINGS BERHAD,Health Care,2019-03-01,10,9.11,4.8,9.74,0.73,75.0,12.13,1.33,8.2,0.9,16.62,21.42,0.07,0.09,20.15,33.07,136.6,84.84,77.84,12.33,20.12,12.33,16.6,1.54,2.33,1.89,1.54,0.69,1.18,0.94,0.69,43.58,1,0,1,10,+,5+6+8+10,+,572,2827,0.05,0.14,164,627
0101,TMC LIFE SCIENCES BERHAD,Health Care,2019-08-01,10,0.55,0.365,0.75,0.45,32.0,1.7,3.09,0.2,0.36,3.78,2.78,0.01,0.0,6.6,-47.0,92.0,22.5,34.22,16.41,24.4,16.41,-11.43,-1.22,1.83,1.7,-1.22,0.0,0.0,0.0,0.0,4.38,0,0,0,8+9+10,8+9+10,1+4+6+7+8+9+10,8,47,195,-0.01,0.01,13,30
0002,KOTRA INDUSTRIES BERHAD,Health Care,2019-06-01,10,2.16,1.6,2.33,1.25,12.0,17.71,8.2,7.4,3.43,14.17,13.64,0.14,0.18,5.18,-24.0,113.0,44.5,28.12,7.78,40.72,30.55,7.78,4.55,6.49,5.22,4.55,0.66,2.19,1.31,0.66,10.81,0,0,1,1+5,9,5+8+9,,102,173,0.09,0.16,3,37
9296,RCE CAPITAL BERHAD,Financial Services,2019-03-01,10,1.76,1.22,1.84,1.84,6.0,28.41,16.14,9.0,5.11,15.44,17.33,1.79,1.76,29.5,0.91,28.0,14.46,6.43,1.54,31.4,91.69,1.54,40.97,17.27,24.5,40.97,12.16,4.01,10.43,12.16,21.83,1,0,0,6+7+10,+,6+7+8+10,+,200,263,0.29,0.28,-60,9
8621,LPI CAPITAL BHD,Financial Services,2019-12-01,10,13.02,9.9,16.28,4.3049,16.0,81.11,6.23,70.0,5.38,18.84,15.62,0.03,0.02,28.37,14.89,37.66,26.28,26.29,2.57,-9.66,2.57,9.71,4.18,4.91,5.3,4.18,3.03,4.13,3.83,3.03,70.0,1,0,0,3,+,3,+,583,1222,0.35,0.81,381,52
6483,KENANGA INVESTMENT BANK BERHAD,Financial Services,2019-12-01,10,0.54,0.355,0.585,1.29,15.0,3.65,6.76,3.25,6.02,2.83,2.97,0.14,0.14,-2.78,-7.89,64.0,28.06,28.74,3.23,13.43,-1.27,3.23,2.36,5.91,5.28,2.36,1.58,3.63,2.55,1.58,31.4,0,0,0,2+3+5+7+9,10,2+5+7+8+9+10,4+6+7,67,321,-0.09,0.04,710,23
6459,MNRB HOLDINGS BERHAD,Financial Services,2019-03-01,10,0.67,0.465,1.19,3.02,3.0,19.82,29.58,2.5,3.73,6.56,5.71,0.15,0.15,5.06,-31.78,25.33,-3.23,6.99,6.63,0.0,-11.2,6.63,9.22,14.66,10.01,9.22,1.72,0.0,0.45,1.72,16.31,0,0,0,1+2+4+5+8,4,1+3+4+5+8,1+3+7+8,1348,2072,0.12,0.2,34,-464
6139,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,Financial Services,2019-12-01,10,4.54,2.93,7.18,1.48,10.0,44.13,9.72,20.0,4.41,29.82,33.07,0.0,0.0,12.09,10.56,66.35,38.46,29.85,20.67,27.04,20.67,24.29,4.77,7.95,6.76,4.77,2.37,3.82,3.57,2.37,40.9,1,0,0,6+9+10,+,9+10,+,214,2773,0.05,0.44,0,-113
6009,PACIFIC & ORIENT BERHAD,Financial Services,2019-09-01,10,0.815,0.78,1.0,1.06,-42.0,-1.94,-2.38,6.25,7.67,-1.83,-2.74,0.2,0.12,31.74,-32.67,42.33,4.83,3.4,0.0,0.0,0.0,0.0,36.03,-1.82,16.86,36.03,5.0,5.52,5.69,5.0,6.17,0,0,0,2+3+4+5+6+7,1+2+4,1+2+3+4+5+6+7+8,7+9,499,241,0.08,-0.03,39,14
5819,HONG LEONG BANK BERHAD,Financial Services,2019-06-01,10,13.5,11.7,19.54,12.73,11.0,122.74,9.09,50.0,3.7,9.64,10.79,0.11,0.13,49.73,10.98,18.58,14.78,13.82,2.43,9.21,2.43,8.41,7.37,6.86,7.44,7.37,2.6,2.56,2.74,2.6,36.68,1,0,0,1+5+10,+,4,+,2057,4571,0.63,1.3,-1942,-1321
5274,HONG LEONG CAPITAL BERHAD,Financial Services,2019-06-01,10,9.38,9.6,9.6,3.27,35.0,27.0,2.88,22.0,2.35,8.26,8.66,0.16,0.19,37.19,6.71,38.85,22.78,24.65,3.15,3.15,-10.78,10.45,5.7,3.06,2.98,5.7,0.75,1.71,1.5,0.75,0.0,1,0,0,2+4+5,+,1+2+4+5+8+10,+,85,199,0.06,0.28,423,39
5258,BIMB HOLDINGS BERHAD,Financial Services,2018-12-01,10,3.15,2.79,4.72,3.34,7.0,43.9,13.94,16.0,5.08,13.14,14.27,0.41,0.43,17.57,9.37,18.16,13.76,12.53,4.34,4.34,9.33,4.49,8.32,9.24,9.13,8.32,2.61,3.43,3.83,2.61,28.96,1,0,0,8+10,+,3+4+8+10,+,922,4035,0.12,0.4,3456,3283
5237,MPHB Capital Berhad,Financial Services,2018-12-01,9,0.775,0.49,1.19,1.9,16.0,4.74,6.12,0.0,0.0,2.49,0.91,0.01,0.0,18.87,0.0,52.5,26.25,15.4,0.0,-42.62,-28.19,0.0,8.26,6.18,9.59,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1+6+9,+,1+3+4+6+8+9,+,297,550,0.07,0.02,9,20
5230,TUNE PROTECT GROUP BERHAD,Financial Services,2018-12-01,10,0.34,0.2,0.765,0.74,5.0,6.74,19.82,3.0,8.82,9.11,9.61,0.01,0.0,17.77,0.0,18.89,9.44,8.67,0.0,-10.43,-6.64,0.0,8.74,11.19,9.53,0.0,3.56,6.33,4.98,0.0,24.89,1,0,0,1+2+7+10,+,2+4+6+10,+,175,374,0.02,0.07,38,-7
5228,ELK-DESA RESOURCES BERHAD,Financial Services,2019-03-01,8,1.35,1.09,1.77,1.41,11.0,12.4,9.19,7.0,5.19,8.79,8.15,0.41,0.16,31.22,0.0,13.9,6.95,11.12,7.16,7.16,-2.75,0.0,7.98,7.48,7.37,0.0,4.91,5.63,5.99,0.0,52.19,1,0,0,8,+,4+5+7+8,+,39,123,0.15,0.1,4,-54
5185,AFFIN BANK BERHAD,Financial Services,2018-12-01,10,1.54,1.25,2.18,4.7,6.0,24.56,15.95,0.0,0.0,5.23,5.94,0.4,0.36,32.28,6.69,12.88,9.78,9.54,3.49,10.0,-9.25,3.49,10.99,12.01,11.79,10.99,3.28,3.08,3.38,3.28,29.34,1,0,0,2+4+10,+,2+4+5+10,+,1299,1887,0.24,0.25,1596,1412
5139,AEON CREDIT SERVICE (M) BERHAD,Financial Services,2019-02-01,10,9.03,7.7,17.0,6.14,8.0,115.15,12.75,36.25,4.01,18.75,18.27,2.8,3.0,24.52,10.3,50.69,30.49,22.5,10.36,10.36,10.47,19.46,5.96,8.57,8.03,5.96,2.1,2.86,2.8,2.1,32.1,1,0,0,10,+,1+10,+,248,1366,0.25,1.34,-43,-739
5088,APEX EQUITY HOLDINGS BERHAD,Financial Services,2019-12-01,10,0.72,0.615,1.02,1.49,26.0,2.81,3.9,2.0,2.78,1.89,2.0,0.0,0.0,34.05,9.17,29.0,19.08,17.03,0.0,-16.92,-26.9,-8.61,7.17,4.3,4.22,7.17,4.88,2.35,3.26,4.88,72.65,1,0,0,1+2+4+5+8,+,1+2+4+5+7+10,+,48,34,0.07,0.03,16,20
